lemma,count,POS,reason
संतर्पय्,2,indecl,no exact MW headword
संतारय्,2,part,no exact MW headword
संतृ,2,indecl,no exact MW headword
संधारय्,2,verb,no exact MW headword
संधुक्ष्,2,indecl,no exact MW headword
संनिकृष्,2,part,no exact MW headword
संनिपातय्,2,verb,no exact MW headword
संनिबन्ध्,2,part,no exact MW headword
संनिवारय्,2,indecl,no exact MW headword
संप्रचल्,2,part,no exact MW headword
संप्रदीप्,2,part,no exact MW headword
संप्रभणित,2,noun,no exact MW headword
संप्रवेशय्,2,part,no exact MW headword
संप्रस्वप्,2,part,no exact MW headword
संमानय्,2,indecl,no exact MW headword
संमोहय्,2,part,no exact MW headword
संयोधय्,2,verb,no exact MW headword
संरुद्धिका,2,noun,no exact MW headword
संलज्ज्,2,part,no exact MW headword
संवर्तय्,2,indecl,no exact MW headword
संशमय्,2,verb,no exact MW headword
संश्रावय्,2,indecl,no exact MW headword
संस्तम्भय्,2,verb,no exact MW headword
संस्थापय्,2,verb,no exact MW headword
संहनिका,2,noun,no exact MW headword
सक्,2,stem,no exact MW headword
सज्जय्,2,part,no exact MW headword
सज्जय्,2,verb,no exact MW headword
सत्यनामा,2,noun,no exact MW headword
सनिष्ण्,2,verb,no exact MW headword
सन्तुष्ट,2,noun,no exact MW headword
सफलय्,2,verb,no exact MW headword
सबलाक,2,noun,no exact MW headword
सभाजय्,2,part,no exact MW headword
सभाजय्,2,verb,no exact MW headword
समनःशिल,2,noun,no exact MW headword
समन्वाहृ,2,verb,no exact MW headword
समभिधाव्,2,verb,no exact MW headword
समभ्ये,2,indecl,no exact MW headword
समर्घ,2,noun,no exact MW headword
समर्चय्,2,part,no exact MW headword
समवलोकय्,2,part,no exact MW headword
समवाप्,2,indecl,no exact MW headword
समाश्वासय्,2,part,no exact MW headword
समुत्थापय्,2,part,no exact MW headword
समुत्पात,2,noun,no exact MW headword
समुदानी,2,indecl,no exact MW headword
समुदाहृ,2,verb,no exact MW headword
समुद्रगा,2,noun,no exact MW headword
समुद्विज्,2,part,no exact MW headword
समुन्नह्,2,part,no exact MW headword
समुन्मूलय्,2,verb,no exact MW headword
समुपभुज्,2,verb,no exact MW headword
समुपह्वा,2,verb,no exact MW headword
समुपाश्रि,2,indecl,no exact MW headword
सम्पूरय्,2,verb,no exact MW headword
